Time,Channel_1,Channel_2
0.0,1.4897271464329245,1.215863882421916
0.004,1.522090364336986,1.222912839740276
0.008,0.6550786215612473,0.5326858647242757
0.012,-0.47545678415562576,-0.37288367029295777
0.016,-1.3072382787617634,-1.066443917709808
0.02,-1.478301120410456,-1.2375294232398533
0.024,-1.151929507325546,-0.906232812194465
0.028,-0.7106767238042506,-0.5001367187286713
0.032,-0.1977278999320225,-0.13870580765970372
0.036000000000000004,-0.11811548517104194,-0.1573471667755841
0.04,-0.025924128265232604,0.03482425098267138
0.044,0.0975637142430583,0.17394922281132652
0.048,0.10525287200073151,0.09334214156795927
0.052000000000000005,-0.1565101624074709,-0.04363095948227506
0.056,-0.22168815695366292,-0.15220336216180058
0.06,0.08868949514978683,0.010459450662072226
0.064,0.21947947222869132,0.2652841946461585
0.068,0.10637296486915085,0.15658242225656716
0.07200000000000001,-0.039022199352756276,-0.08541916825838904
0.076,-0.20052831285852568,-0.19922512359083241
0.08,-0.016034815241787532,-0.01778706210525811
0.084,0.15152695971143343,0.1806842394138377
0.088,0.14290807563574812,0.11390562348485896
0.092,-0.0990862166223043,-0.15218723408949608
0.096,-0.2457886932050888,-0.20335074146057938
0.1,0.05681695541979539,-0.02958449131444838
0.10400000000000001,0.218242584957984,0.19575553495073153
0.108,0.044037167359512235,0.1184109696283628
0.112,-0.2568145919914017,-0.17289238771376994
0.116,-0.3035904552257304,-0.33335596439268533
0.12,-0.07050951910830763,-0.1881976742789005
0.124,-0.05245928793976851,-0.04806339949929864
0.128,-0.14170461431144082,-0.13701530252979924
0.132,-0.5246312178795308,-0.45985724028165054
0.136,-0.5313922520238367,-0.44106262153951786
0.14,-0.33038250480367076,-0.3130852592928852
0.14400000000000002,-0.14179649186890947,-0.04818303438205991
0.148,-0.19408627588267588,-0.15291930180925406
0.152,-0.3755210987540049,-0.35080251268928725
0.156,-0.2806964758768441,-0.3070221319822832
0.16,-0.16544051933189552,-0.08148671138325037
0.164,0.1457440544632581,0.14267930317142197
0.168,0.1639553773114969,0.1588277872167185
0.17200000000000001,-0.10385033463032148,-0.050844322412321265
0.176,-0.11390433532819325,-0.0024199209300561075
0.18,0.12058866575089913,0.2012981831083846
0.184,0.4304692210117798,0.4118512255389554
0.188,0.40482247640131236,0.42881772916427524
0.192,0.260216289834148,0.2002763078953691
0.196,0.1418492269078294,0.1019835645549184
0.2,0.31871975678379383,0.31071823284414124
0.20400000000000001,0.6150464460742463,0.4449849110814844
0.20800000000000002,0.4720980979405595,0.4347391006639184
0.212,0.24499755907786835,0.25815907188646553
0.216,0.07489309346607186,0.005550511125054253
0.22,0.10870304675226442,0.10405254476838946
0.224,0.3955598544795661,0.3174784112457195
0.228,0.17396519044111616,0.08973056250453589
0.232,-0.06081414059503215,-0.12551074229482756
0.23600000000000002,-0.27618449862092587,-0.24672565669342408
0.24,-0.11353827117119655,-0.1050699385418346
0.244,0.058323107845064684,0.003839259678069128
0.248,-0.10127932162094505,-0.10054074171334233
0.252,-0.3911321366004379,-0.29225696185903444
0.256,-0.4817701241296797,-0.4212481385529554
0.26,-0.31287370331519027,-0.2427375992490455
0.264,-0.0857223927130271,-0.02812656796069686
0.268,-0.12915866957347827,-0.16900065507932407
0.272,-0.4117599077723681,-0.35623087346300386
0.276,-0.43099758006789934,-0.3874815600386148
0.28,-0.269386690485487,-0.1971450206002607
0.28400000000000003,0.020708908357211446,-0.019307405977348452
0.28800000000000003,-0.03143483667257689,0.03924202737436301
0.292,-0.11045221843183667,-0.081388819442018
0.296,-0.10339327752976799,-0.0707379722873411
0.3,-0.005158898000962225,0.08348536337507796
0.304,0.21670048520590082,0.18130479996459814
0.308,0.24126539436045608,0.10676688667881545
0.312,-0.07163656144225897,-0.09123607014663081
0.316,-0.2153256679224816,-0.21153547848728127
0.32,0.04886963971375215,0.031248019772324772
0.324,0.16658541829516696,0.2009094647243047
0.328,0.14333770763970122,0.09765439005935725
0.332,-0.0716429009676793,-0.0641118551242001
0.336,-0.20350538567912624,-0.12525043504813857
0.34,-0.035603740025268595,0.05006429942503785
0.34400000000000003,0.2503189949381275,0.2488785357787097
0.34800000000000003,0.0845184842378448,0.1738076062209421
0.352,-0.057200111151636986,-0.04376791903904714
0.356,-0.08474161889749894,-0.09653585421769832
0.36,-0.013209695521018507,0.07486888669982951
0.364,0.11562805012603644,0.17365840321599588
0.368,0.1960233619008616,0.17875419745953047
0.372,-0.053434952548754217,-0.055321260848788786
0.376,-0.14301044269586524,-0.17028409724935503
0.38,0.05180188275230346,-0.006915736937543281
0.384,0.2581419290312652,0.19513060079889152
0.388,0.12777890410021195,0.0869397649858419
0.392,-0.044306992872411424,0.0077354908427882535
0.396,-0.16456357274067762,-0.09678956558280352
0.4,0.047777028824242694,-0.022728487827230755
0.404,0.16988820566992135,0.2226506961154869
0.40800000000000003,0.20672477647585558,0.09457035734252218
0.41200000000000003,-0.015958555178628514,-0.05413682940372294
0.41600000000000004,-0.09898009069460001,-0.1049548805616432
0.42,0.016210005328894345,0.051385445802615386
0.424,0.29859947116610697,0.26544137807237045
0.428,0.1693643596068279,0.12102248807610835
0.432,-0.018043212027864484,-0.12618728932358342
0.436,-0.0957011721620643,-0.19028267589457146
0.44,-0.02183669344553553,0.03019042572705105
0.444,0.21210146437007862,0.22738499601302542
0.448,0.17757312094072866,0.10289629380862145
0.452,-0.06524673488152001,-0.1173490579784672
0.456,-0.09651732179085118,-0.1682134962431799
0.46,-0.026100706243019266,0.06775224479403055
0.464,0.21346932800610385,0.23283584248101205
0.468,0.10915609616551603,0.2056086610159376
0.47200000000000003,0.0005020088212435853,-0.10237531943769634
0.47600000000000003,-0.07697977773349453,-0.15857866368377155
0.48,-0.053045157729262896,-0.0214974773242775
0.484,0.2514635715088404,0.18034607019806112
0.488,0.16143157800300617,0.17340060320004289
0.492,0.06867533131420217,-0.046018350986283374
0.496,-0.11465864715758109,-0.20940856692927917
0.5,-0.013091170613527388,0.06446574060966818
0.504,0.2907540456554772,0.18631609385937095
0.508,0.19691071272677715,0.20681972680063715
0.512,-0.11279597520989107,-0.061169439079011664
0.516,-0.16911951203239695,-0.1250374296364555
0.52,0.07443496676951072,0.014074124145235043
0.524,0.20685383646483924,0.23618445708388747
0.528,0.24476623168039158,0.08671758928325674
0.532,-0.12236394344261961,-0.06975490631892675
0.536,-0.1376166040585528,-0.12384149032704432
0.54,0.0771343223748899,-0.015706373418008596
0.544,0.21260509887853266,0.2599329131437086
0.548,0.25876889515864676,0.16826309972571427
0.552,-0.08188134833383655,-0.02813941656326062
0.556,-0.22564995824858547,-0.17017038985263405
0.56,0.09566518306466204,0.0847955998054857
0.5640000000000001,0.13668401372702393,0.18069564974142846
0.5680000000000001,0.20298903200378154,0.13002337972809289
0.5720000000000001,-0.087686489234122,-0.15032033711287793
0.5760000000000001,-0.12717920262861035,-0.12180134342161479
0.58,0.07630296831199805,0.051072578292701606
0.584,0.19421985837244554,0.2044455301189863
0.588,0.21953405743005924,0.17930879986584194
0.592,-0.03151902883936406,-0.09481142519987598
0.596,-0.12317126534970249,-0.14740944208138246
0.6,0.10055729276918257,-0.013467469392315523
0.604,0.2998490841083223,0.2710982961063864
0.608,0.2358873937621609,0.14364420447851206
0.612,-0.03320643810864425,-0.05642762552374119
0.616,-0.2121379183830664,-0.18768166503341316
0.62,0.03589747602862285,-0.018103280792714102
0.624,0.2609686927609476,0.21036168116834256
0.628,0.16759666118630503,0.22022606111039472
0.632,-0.016538118700737472,0.01366169733345498
0.636,-0.12250867055046279,-0.05544425737753765
0.64,0.026874038997610268,0.06133419431611266
0.644,0.31682594567100714,0.20770430243995466
0.648,0.2508035501583083,0.1892192821243352
0.652,-0.0042526773486465524,-0.08241642732719512
0.656,-0.0627294820923981,-0.13946078890582186
0.66,0.041631021205263345,0.042050741346616655
0.664,0.2115824268419843,0.10697344074487874
0.668,0.029009555160068364,0.04285129188419028
0.672,-0.21090219073008193,-0.2768637304763041
0.676,-0.3348980694636615,-0.3083513788048643
0.68,-0.11701050961742177,-0.1824251539076111
0.684,0.0819952755920544,0.02095170922130954
0.6880000000000001,0.16649425739954857,0.05848354588034809
0.6920000000000001,0.030890423859452384,-0.08396851310463506
0.6960000000000001,-0.01978137848961757,-0.05661570610605089
0.7000000000000001,0.24037931093154769,0.13559678159026062
0.704,0.489893070194938,0.425560127713716
0.708,0.3231092549343324,0.3873757035129601
0.712,0.19849782979244318,0.17427502456592114
0.716,0.041967010416234345,-0.05440330890251567
0.72,0.09248880501514375,0.08025712660835743
0.724,0.1838199095190531,0.1980068789618425
0.728,0.028409593988532343,0.1462119722463771
0.732,-0.32659566486832714,-0.2096856898098994
0.736,-0.3539670836243609,-0.27306380326662305
0.74,-0.1418922746468914,-0.21720059265031683
0.744,-0.02930682137408118,0.033534332872863636
0.748,0.110045400656403,0.0595070839747461
0.752,-0.14153896589469997,-0.11498505376899451
0.756,-0.09083327018942611,-0.024790442915960775
0.76,0.06367995867315944,0.1315263410726309
0.764,0.24667054748950376,0.1968414547829233
0.768,0.18078057925100796,0.19147492588857798
0.772,-0.04448780337101405,-0.08910903542677606
0.776,-0.10709380124241329,-0.15842840094530783
0.78,0.1307871177930951,0.09323436957889492
