Time,Channel_1,Channel_2
0.0,0.18868610039306333,0.16730474233860626
0.004,-0.1400825990298621,-0.1346412203901789
0.008,-0.46672781782079864,-0.4455402197570717
0.012,-0.7585943476291687,-0.7358580965055463
0.016,-0.9547180103987938,-0.9410084596050187
0.02,-1.0,-1.0
0.024,-0.883156269282965,-0.8947989427590235
0.028,-0.6503294584005086,-0.6652511610894668
0.032,-0.382843946377704,-0.39085586764599334
0.036000000000000004,-0.15301672965035296,-0.14944735602228132
0.04,0.006036130134926543,0.017177176428941454
0.044,0.09738396304851893,0.10762335165479842
0.048,0.1421853638026127,0.14467483416764604
0.052000000000000005,0.16591500465417486,0.15844405815596896
0.056,0.18892017238524006,0.17285640395958612
0.06,0.21981390773113185,0.19649030283592972
0.064,0.2555155433823775,0.22467470954091495
0.068,0.28856699194746493,0.25051922555826045
0.07200000000000001,0.3152851723710772,0.2727275999483465
0.076,0.33713511938796104,0.2938052483800042
0.08,0.3558282528086987,0.3143274670859375
0.084,0.36978972332427373,0.33166164264659725
0.088,0.376133624913483,0.3435149170061256
0.092,0.37424046493856644,0.3512486987039469
0.096,0.36606788454772854,0.35836552418583345
0.1,0.35355596027828895,0.36370267617967866
0.10400000000000001,0.33642475721165255,0.35810425496327913
0.108,0.31323960188007827,0.33207170243903805
0.112,0.28429106661453196,0.2854416724059372
0.116,0.2509203304477938,0.22680099832313116
0.12,0.21290221124770103,0.16576073594197838
0.124,0.1701720352758498,0.10876880280067702
0.128,0.12650318372264224,0.06057440936723202
0.132,0.0894684210510821,0.02570571866334337
0.136,0.06639623932063499,0.006990626090003449
0.14,0.05923927210663149,0.0032588187775934863
0.14400000000000002,0.0636936835932671,0.009755997175995068
0.148,0.07444513035746159,0.021742547532631606
0.152,0.08983716607257453,0.03768025514543405
0.156,0.11060194414243285,0.05933314731070971
0.16,0.13586564215363994,0.08889572051014438
0.164,0.16220239220432386,0.12559169136953718
0.168,0.18678886333263467,0.16578920013097176
0.17200000000000001,0.21026228986639306,0.2060397291674192
0.176,0.23550339447083957,0.24410106379301388
0.18,0.26393631110558435,0.27807445638284833
0.184,0.293775516137579,0.30696858225267265
0.188,0.3219521915020531,0.3312049298771085
0.192,0.3463709482379582,0.35133860413398166
0.196,0.36500088167560607,0.36708802799703055
0.2,0.3744926636580257,0.3774251766884378
0.20400000000000001,0.37205467134931447,0.38076539103548956
0.20800000000000002,0.35832215408508516,0.3749736482855821
0.212,0.3371607629091704,0.3572510043483055
0.216,0.3119369630901181,0.32537785368590577
0.22,0.28249769326533447,0.28029925273666834
0.224,0.2471757004561843,0.22648235324196286
0.228,0.2067832865913095,0.16997242241133614
0.232,0.16497322884375598,0.11743742567762605
0.23600000000000002,0.12617423208051592,0.07479772734031798
